#trace90	trace92	trace94
-194.40997	-151.42319	-134.91286
-203.87625	-153.84708	-124.99556
-205.61589	-162.42929	-109.13844
-199.82442	-168.80959	-90.594017
-189.75633	-166.74518	-71.064919
-178.13445	-155.55063	-55.554752
-165.80951	-139.48485	-48.022522
-151.1792	-124.90868	-46.479553
-131.61617	-117.5388	-45.638363
-110.28332	-118.2424	-42.630093
-94.295906	-120.60075	-39.877441
-87.826935	-117.71128	-41.23439
-91.358353	-110.87787	-45.324467
-103.2365	-105.821	-47.53133
-119.66283	-105.06257	-46.38504
-135.0537	-108.00361	-42.538654
-144.65071	-111.75537	-36.270576
-146.70503	-110.35184	-28.86804
-142.79875	-99.22583	-22.373333
-137.02603	-81.608673	-16.892572
-132.92285	-66.131126	-11.816138
-131.07188	-59.43111	-8.591135
-130.85612	-62.694633	-7.9605045
-131.01956	-71.539291	-8.6046944
-130.74762	-80.844925	-10.813108
-130.83302	-89.621414	-16.072161
-131.79466	-98.470947	-23.298809
-133.2205	-104.20747	-30.670191
-133.7327	-101.1487	-38.83102
-132.70479	-89.45842	-47.632923
-132.33334	-77.279984	-53.805035
-135.11014	-73.481262	-54.888184
-140.54138	-81.385323	-51.791672
-145.01411	-97.769035	-47.025959
-145.76535	-112.89828	-42.236454
-144.89883	-116.63564	-37.796139
-146.46045	-110.70955	-33.612682
-151.04512	-105.67178	-29.326193
-154.65155	-106.36505	-24.802965
-151.59586	-110.22622	-20.792286
-139.63368	-115.38541	-17.855755
-122.93331	-123.03456	-15.362163
-108.20078	-133.81444	-13.249275
-98.929375	-143.93307	-12.288175
-95.084366	-147.91692	-11.990771
-94.995888	-144.70178	-10.921614
-97.129028	-136.13155	-9.5483971
-102.40537	-124.06176	-8.9424076
-112.41116	-111.21326	-6.880774
-123.26811	-100.43708	-1.9801278
-127.09194	-94.337997	1.5550147
-121.4278	-96.26561	-1.2552934
-110.8349	-106.85624	-9.7813339
-100.07642	-119.34451	-18.782032
-90.549805	-124.29683	-23.631863
-82.625809	-119.9369	-23.279554
-77.844643	-112.60982	-19.77693
-77.542732	-106.2255	-16.426729
-80.103867	-98.997482	-16.261959
-82.018311	-90.145691	-19.043036
-81.720482	-81.05304	-22.187307
-79.52034	-73.568596	-26.286715
-75.523918	-71.499649	-32.978489
-69.66613	-78.955063	-39.794365
-63.72596	-94.36142	-44.107365
-61.98901	-107.75196	-47.255775
-67.44751	-110.99418	-50.870552
-75.949738	-108.4844	-55.739956
-80.016701	-106.2579	-63.635983
-80.50074	-100.91753	-73.950478
-84.276863	-90.532463	-83.383156
-94.35199	-81.126961	-91.856369
-109.08835	-79.047356	-103.28378
-123.68861	-85.905365	-117.8064
-131.6599	-99.539917	-125.82214
-130.30074	-116.09003	-119.19126
-123.09834	-129.25111	-102.47547
-116.23176	-132.18326	-83.662415
-114.47691	-124.04591	-65.925766
-117.49645	-110.11724	-49.781162
-118.91911	-95.501816	-36.938435
-113.45894	-83.436325	-30.873945
-104.42821	-75.480576	-32.39756
-100.20839	-72.169014	-38.089344
-104.83482	-76.051956	-43.382542
-114.21002	-87.534294	-44.502186
-121.46197	-98.795212	-40.362865
-122.92979	-101.40746	-34.301517
-117.66891	-95.855453	-31.206898
-107.67216	-87.118431	-32.62957
-99.605324	-76.827888	-35.850231
-99.458961	-65.394569	-37.250778
-105.66201	-55.303143	-35.353107
-111.49225	-48.615845	-32.810318
-113.53571	-44.808891	-34.382729
-115.69049	-42.59547	-39.789799
-124.73782	-41.987389	-43.148327
-140.49228	-42.85519	-39.939205
-155.45876	-44.319973	-31.180351
-164.91605	-47.967926	-21.162861
-167.68315	-56.76852	-12.776304
-162.56148	-69.066154	-6.3402772
-151.71878	-79.186279	-1.4540374
-141.19446	-82.562302	1.2195736
-136.90947	-77.27874	0.38609111
-142.78568	-65.826309	-3.2619264
-156.71397	-55.115814	-8.0491171
-169.04994	-50.218033	-15.151309
-172.28305	-50.640984	-24.842125
-167.4216	-53.463772	-33.057014
-159.22766	-57.755901	-38.261486
-150.06619	-65.77153	-45.128479
-142.32245	-79.530762	-56.837238
-142.42952	-96.806023	-70.328026
-152.61775	-111.88947	-81.83812
-165.11316	-120.05898	-87.203835
-173.67145	-120.79894	-81.788712
-181.78586	-119.0968	-70.420761
-194.06201	-122.74492	-65.236961
-206.22485	-133.69331	-72.101723
-207.89487	-147.02936	-86.869247
-195.77429	-160.21458	-101.23854
-179.76602	-175.84332	-109.39904
-172.0479	-195.16869	-111.42822
-173.88036	-213.79913	-113.62686
-182.37558	-227.8873	-122.59989
-202.49396	-240.00301	-137.36661
-234.93021	-251.40329	-150.37532
-265.13593	-255.94359	-155.62685
-278.98453	-250.73518	-153.12131
-276.59018	-241.36337	-147.44812
-269.20792	-231.41339	-145.71269
-268.66364	-221.21249	-154.56805
-276.46194	-216.99997	-175.18861
-284.20639	-223.92009	-200.59871
-283.68115	-235.18806	-220.32156
-273.3674	-240.77971	-226.91673
-257.92279	-239.57005	-219.25156
-242.2981	-237.9619	-204.25897
-225.86743	-242.16956	-194.22566
-206.49751	-253.22888	-196.92235
-186.09872	-266.64957	-208.71053
-169.04198	-275.87637	-219.43225
-160.90894	-277.47729	-221.94733
-165.15039	-274.85608	-216.40633
-178.09879	-274.41846	-208.92503
-193.39169	-276.80176	-206.063
-209.44768	-276.80124	-209.67296
-225.17622	-270.78067	-217.2457
-234.03592	-260.20337	-223.55519
-231.36726	-252.59204	-225.343
-220.79431	-255.4413	-224.41661
-210.201	-266.54523	-221.78722
-204.25792	-277.88058	-217.4899
-199.80894	-284.52194	-213.63573
-190.90814	-284.76535	-208.60263
-179.54498	-281.10605	-199.69279
-176.52367	-280.05331	-191.54395
-190.58322	-285.01962	-190.72266
-220.12288	-293.43149	-199.37003
-253.84026	-300.32898	-216.10344
-276.67682	-302.5231	-234.92567
-281.15897	-299.76688	-246.48241
-271.63626	-293.53793	-244.07784
-256.39856	-285.19186	-228.87775
-244.68639	-274.54352	-209.82091
-244.35292	-260.45493	-196.36366
-253.27267	-244.65144	-191.7514
-259.10089	-232.18166	-193.90941
-252.29036	-223.89146	-197.20125
-234.76762	-215.28952	-194.51886
-214.13097	-205.32207	-184.38498
-195.99411	-197.44557	-172.62668
-183.26082	-193.50397	-163.65181
-176.46094	-191.31888	-155.61443
-174.79503	-188.15454	-145.52167
-178.25101	-183.71764	-134.84793
-185.30519	-178.67197	-128.33945
-190.07048	-173.36726	-128.48471
-186.83122	-167.23157	-132.37573
-175.21436	-160.0612	-133.83244
-160.64677	-153.55276	-129.72197
-150.19939	-149.38789	-123.3047
-145.68806	-147.69109	-119.1615
-144.84242	-146.84871	-119.0219
-148.61656	-144.51886	-121.06149
-158.35405	-139.10841	-121.26423
-169.25313	-130.78484	-119.06025
-175.93465	-123.01115	-119.03551
-178.03015	-121.60303	-124.04104
-176.34335	-128.88152	-130.24181
-172.33499	-138.87848	-130.87077
-169.95552	-142.20848	-123.07242
-171.72751	-136.5555	-109.78989
-174.59016	-126.45427	-97.000252
-172.68118	-116.54633	-88.540993
-165.31563	-109.39283	-83.584129
-157.80182	-105.94402	-79.550316
-152.83009	-106.60342	-75.189697
-147.18198	-110.91724	-71.646935
-138.33974	-115.56294	-69.732979
-127.32505	-116.91405	-68.559998
-116.81949	-115.02861	-69.301071
-111.85654	-110.72148	-73.453766
-114.78102	-103.56377	-77.228706
-121.36449	-96.38131	-76.019859
-127.89269	-94.700348	-71.856468
-133.40376	-100.33372	-70.340141
-135.04498	-112.11724	-72.31086
-131.15527	-127.73814	-72.57019
-125.93143	-140.06839	-68.194077
-124.67893	-141.0186	-62.767452
-127.36539	-130.68947	-60.024361
-129.69145	-120.09988	-60.553806
-127.41615	-122.52132	-63.23531
-119.41621	-139.57182	-64.927963
-108.12029	-161.29051	-64.211594
-96.903656	-177.34737	-63.077263
-87.733582	-180.90308	-61.474705
-81.690796	-170.88852	-59.287113
-80.077698	-154.82285	-60.61417
-82.921738	-142.35269	-67.943092
-86.913589	-139.57372	-77.109154
-86.788177	-148.4469	-80.935631
-80.92308	-163.48009	-76.935631
-73.438332	-172.73958	-70.155235
-68.457489	-168.17853	-66.701408
-66.062737	-152.76051	-66.664421
-65.212723	-136.40269	-66.448875
-65.400246	-125.41775	-64.704056
-65.383942	-119.10705	-62.2705
-65.480194	-117.25597	-61.240772
-68.535301	-121.22669	-65.040558
-75.171463	-129.04408	-74.473915
-82.812752	-136.29948	-86.905724
-89.415291	-138.37849	-99.318863
-93.533569	-132.3349	-106.88924
-94.290535	-120.20287	-105.36694
-91.890869	-106.37821	-96.210152
-86.794945	-93.553192	-84.733711
-80.791138	-84.563362	-76.70887
-76.927017	-83.104858	-75.661209
-76.89238	-90.08596	-79.795235
-81.14872	-99.454636	-83.863365
-90.950356	-102.26789	-85.613342
-106.2026	-97.371063	-87.252029
-122.65569	-91.034721	-90.066849
-134.09766	-87.692749	-92.130013
-137.07381	-86.869949	-91.319443
-132.77727	-85.900917	-87.540367
-126.26082	-83.600349	-82.516571
-122.42572	-81.486771	-78.065369
-119.67679	-80.383919	-73.444588
-112.11475	-77.379623	-67.59745
-97.672516	-69.609818	-63.928722
-80.340904	-59.700974	-66.324516
-66.639595	-52.088539	-72.916534
-60.320152	-46.506512	-79.217316
-60.332367	-40.725655	-82.766594
-62.429905	-35.216698	-82.81942
-63.186462	-30.898064	-78.433731
-61.787758	-27.499601	-69.671791
-57.480358	-25.016865	-60.693317
-51.200409	-24.099911	-57.029835
-47.73317	-24.560854	-60.263596
-52.659325	-24.756144	-67.250175
-67.546753	-23.878897	-73.437393
-85.708733	-22.765398	-76.470734
-95.837189	-23.177675	-75.149239
-93.287598	-27.853109	-70.22216
-82.827309	-36.837902	-66.186966
-70.708473	-44.214672	-65.29792
-58.847561	-44.786118	-62.997787
-47.084595	-41.298294	-54.761093
-37.389046	-38.854179	-43.555004
-31.691454	-37.195007	-36.278973
-27.912754	-34.876778	-36.385681
-23.03583	-34.670486	-41.573692
-17.419607	-39.294186	-45.339104
-13.454375	-46.273087	-43.162434
-13.627183	-50.58223	-37.986694
-18.068699	-50.098267	-34.816879
-23.062439	-45.946243	-32.918053
-24.897202	-40.103294	-29.328588
-22.68049	-34.279461	-24.75828
-17.506039	-29.900698	-21.54203
-12.143038	-27.878824	-20.121653
-9.0914698	-28.209862	-19.195763
-8.1167526	-29.848446	-16.9496
-8.52917	-32.4077	-12.442136
-12.087843	-36.833721	-7.9392509
-19.474033	-42.651051	-7.2472587
-26.787769	-47.136143	-10.361644
-29.44725	-49.723343	-13.141088
-27.352289	-54.140934	-12.359968
-24.636555	-60.492153	-9.0749722
-24.574902	-61.684055	-6.5610332
-27.03174	-53.879066	-5.8119292
-30.543915	-41.921532	-5.0987306
-33.980198	-31.172503	-2.8797293
-37.771454	-22.424593	1.2509177
-42.731697	-15.246043	6.9162774
-48.642189	-10.540787	12.612087
-55.283962	-9.7876482	16.114704
-60.550156	-13.504	16.981073
-61.33749	-20.412294	16.651037
-59.655659	-27.735445	16.178986
-62.124306	-32.451534	16.320557
-71.276497	-33.350021	17.875338
-80.950073	-33.219887	20.430534
-85.290527	-35.085201	22.070295
-85.64418	-37.812176	20.437506
-82.798592	-38.481087	14.785408
-74.912674	-34.61451	7.9205251
-63.696529	-26.87351	4.5352898
-52.545204	-19.139797	6.6975188
-43.7747	-13.055426	12.41573
-38.041866	-8.2913361	18.611372
-32.896172	-5.4349332	23.494967
-26.192995	-3.8052132	26.456917
-18.600378	-1.0898274	27.642689
-11.013139	2.1114788	27.354816
-3.3631752	2.3538475	26.115406
3.7580321	-0.37565532	25.001488
8.5933313	-1.9038985	24.707203
10.065298	0.51962841	25.724779
9.4618826	5.9828224	28.717596
9.688447	10.580471	32.996391
12.27064	10.009152	37.079334
15.936714	4.6142869	40.196499
19.155714	-0.49844915	42.085011
21.349916	-1.7983787	42.967213
22.012646	-0.5534004	42.917088
20.748236	0.052583501	41.073284
18.241831	-2.1911764	37.719257
16.469717	-6.3621082	35.448761
16.865223	-7.9790144	35.496334
18.622309	-4.290184	36.549698
19.340666	2.6043365	37.565422
17.710049	8.8632984	37.494404
14.931434	11.745562	34.686466
13.857806	11.126892	30.943523
16.495037	9.0254345	30.79866
21.663479	7.5991964	34.960411
25.036575	8.5674562	40.569851
22.060457	12.111567	45.442986
13.050973	16.515791	48.698643
5.1141181	19.461504	50.046482
4.5929513	18.451347	49.669746
9.7739229	12.047284	48.22546
15.431096	1.9490576	46.057308
19.439169	-7.8534532	41.370415
22.523001	-15.186076	31.830378
25.906597	-20.729885	21.159731
30.256639	-24.848261	17.258644
34.821377	-26.73777	21.255491
37.718941	-26.211098	27.644144
37.59877	-24.835539	32.390049
35.15181	-24.492374	33.248676
32.595608	-25.097	26.754463
30.751486	-25.105728	11.796372
28.784111	-24.617651	-5.5865755
25.36651	-25.485003	-16.666594
18.208481	-26.752371	-18.600687
4.9847794	-24.582113	-14.738872
-13.595225	-18.348494	-9.8002539
-31.214359	-12.910653	-7.868475
-39.933167	-14.844448	-8.957818
-38.186077	-25.72818	-7.9175372
-30.323288	-38.761242	-0.94756871
-20.241941	-46.54829	9.9115276
-10.58664	-49.767635	19.677969
-4.3261857	-52.548973	24.554401
-3.3740017	-55.481552	23.602249
-7.9488363	-56.240501	20.005312
-15.773052	-50.846367	18.025177
-22.075726	-38.384396	17.769278
-23.794079	-26.0368	17.200953
-21.942539	-23.099728	16.050406
-19.357788	-32.605709	15.2002
-17.844696	-52.298752	14.257296
-17.634748	-75.892647	11.195674
-19.927002	-91.582367	6.3354983
-26.10503	-89.478874	4.2372732
-33.64352	-72.268333	7.5859771
-39.155605	-52.653481	12.482464
-42.014618	-40.468597	13.331509
-41.134678	-37.526745	7.2122493
-35.411026	-41.913692	-8.4536591
-26.106161	-50.997192	-32.365143
-15.137024	-63.547066	-54.574425
-4.6110306	-81.532295	-67.661125
3.527287	-103.87193	-74.301201
7.8298254	-122.61892	-76.686089
6.3909392	-134.38182	-73.704971
-1.6293218	-143.56514	-68.495316
-13.70194	-149.89282	-64.641563
-25.349634	-145.90738	-58.545235
-33.364395	-128.57018	-47.379406
-36.329304	-104.97533	-36.930054
-35.266228	-83.758232	-32.031708
-34.967155	-68.442329	-30.066164
-39.533569	-60.484112	-28.511324
-45.329945	-61.724754	-26.792122
-44.902321	-72.603989	-22.716299
-36.843052	-88.786346	-15.270889
-25.684099	-102.155	-6.2868009
-16.019474	-106.85278	2.2719476
-10.401036	-102.58559	9.0155811
-9.2593088	-92.489174	11.980405
-11.790982	-79.984581	9.8595343
-16.7936	-67.378288	1.3266025
-22.296097	-54.934856	-15.332199
-27.384941	-42.119186	-35.983997
-32.701618	-30.439091	-49.545456
-38.847897	-22.101603	-50.819576
-44.919506	-18.138968	-48.826557
-48.82066	-19.305693	-54.09021
-50.520447	-25.632483	-62.492023
-52.468555	-35.497147	-62.807858
-56.993637	-45.332062	-55.083538
-63.580765	-49.418037	-48.411552
-68.021576	-44.518867	-45.479301
-66.742775	-34.762894	-41.506794
-60.749805	-26.96348	-34.643539
-53.42255	-25.357328	-27.198444
-46.397602	-30.235888	-20.497784
-39.499714	-37.060028	-15.373675
-32.436104	-40.863415	-14.331388
-24.449451	-41.398117	-19.811964
-15.737814	-42.933769	-30.357672
-9.664669	-49.715931	-39.784664
-9.2329502	-57.515255	-42.67807
-11.638894	-55.774853	-38.87178
-11.030333	-43.107086	-31.613464
-5.5193992	-29.279058	-24.136784
1.6886677	-21.982786	-18.952967
5.5440316	-19.414852	-18.445335
2.9666336	-16.290773	-23.297899
-4.7537594	-12.011985	-30.150375
-12.543141	-8.8849649	-33.580544
-15.226164	-7.9311752	-31.599205
-12.043966	-8.9754677	-26.975893
-5.6437235	-11.176988	-22.721464
1.238104	-13.795969	-18.460375
5.0673475	-17.702906	-12.927621
2.7583292	-23.212126	-7.9562511
-4.6009841	-27.912271	-7.6173859
-12.377751	-29.613716	-12.812482
-17.327692	-27.475229	-18.036894
-20.411745	-21.320166	-17.948902
-22.841839	-14.035457	-14.13081
-23.372168	-9.3097219	-11.148993
-21.244717	-7.6390676	-10.257444
-18.035217	-7.0468578	-8.7499037
-16.078503	-5.0665483	-4.8523488
-15.166174	-2.185986	-2.187114
-13.337383	-3.1728082	-5.5211439
-10.33069	-9.9660406	-12.653063
-7.2865067	-17.484648	-17.134699
-5.5974436	-21.437559	-18.334467
-7.8642621	-22.273718	-20.265076
-16.348394	-21.147171	-22.961922
-27.635645	-18.83633	-23.047085
-34.398712	-16.765547	-19.88854
-34.372112	-17.392309	-15.782816
-32.00103	-22.716112	-12.553808
-30.083582	-31.693771	-11.145293
-25.849628	-38.801365	-12.019328
-17.811693	-38.03529	-14.247315
-9.1179438	-30.909376	-15.91219
-3.4352927	-24.848309	-17.295448
-4.0766535	-24.628172	-21.89642
-15.452498	-28.605576	-31.222094
-37.507469	-32.161518	-40.946526
-59.956295	-34.407848	-46.112934
-71.142464	-36.021801	-46.320839
-71.973015	-34.104553	-46.028141
-71.177063	-26.61659	-52.772644
-71.358498	-17.226059	-68.20652
-69.779823	-11.954227	-84.858292
-65.929283	-13.442243	-96.270424
-61.511124	-18.574467	-99.800705
-57.517368	-22.160276	-95.463799
-56.889877	-22.758274	-87.675575
-64.34581	-22.61833	-79.423599
-77.142181	-23.674471	-71.241417
-85.01519	-25.903009	-66.286484
-82.311707	-28.872875	-64.311829
-73.589592	-33.850338	-59.647697
-66.870247	-43.021767	-52.038269
-63.257496	-55.641342	-48.6838
-58.645424	-67.662117	-54.971058
-54.793518	-76.593857	-68.577682
-57.933769	-84.103195	-83.756111
-67.511276	-91.856407	-100.11045
-76.949379	-97.100899	-121.87529
-85.48526	-96.84594	-150.27274
-97.740135	-92.094582	-182.96042
-114.09386	-85.689804	-215.04607
-131.22517	-79.694496	-238.35179
-148.92548	-73.954292	-248.19957
-169.9583	-67.87381	-245.6283
-192.07034	-63.156563	-231.55122
-206.39458	-60.538956	-208.34427
-206.96066	-57.705013	-181.37518
-194.3497	-54.409863	-156.49924
-174.09476	-55.169273	-138.56602
-156.46025	-64.687248	-126.65334
-149.91049	-81.227394	-114.70824
-152.95638	-95.522552	-101.39255
-155.76924	-100.05553	-90.422974
-150.592	-94.962265	-82.342804
-138.61687	-83.473846	-75.64193
-126.6181	-69.925797	-71.709557
-119.46358	-60.375679	-72.968864
-117.88269	-59.548378	-76.786133
-120.48327	-67.435593	-75.622841
-125.93047	-78.839882	-66.698212
-135.21953	-86.404083	-55.18681
-149.13235	-86.675087	-46.778885
-162.59239	-81.970665	-42.790829
-168.64166	-76.365028	-41.183392
-167.47888	-73.736275	-40.072517
-163.51913	-75.619835	-39.434597
-157.64395	-78.224388	-40.85865
-150.58847	-77.898422	-46.70393
-145.61362	-77.754967	-57.662323
-142.93471	-81.474358	-70.626572
-139.91817	-88.490944	-79.909012
-136.88095	-97.688637	-81.560349
-137.22635	-106.6538	-76.470512
-144.091	-110.89104	-69.143425
-156.96907	-109.89865	-61.998531
-171.33775	-108.04887	-53.201698
-180.99757	-104.84197	-42.107918
-179.60471	-95.726082	-31.288286
-164.76071	-83.943382	-23.238615
-142.38022	-75.455688	-18.826847
-123.65096	-69.745255	-17.01421
-116.08621	-65.026451	-16.177666
-117.44106	-61.965153	-16.384533
-118.06789	-60.984314	-18.409794
-110.45573	-60.428844	-21.859739
-97.140945	-58.713268	-24.208311
-85.739853	-57.410801	-22.501717
-78.619225	-58.615051	-17.211443
-73.403915	-61.263309	-10.460231
-67.733284	-62.956898	-2.9967847
-61.688625	-62.708443	4.5679126
-58.598175	-60.505741	10.741647
-61.085182	-58.885181	13.939025
-66.036537	-63.964207	13.475605
-66.862335	-75.824036	10.323403
-61.299343	-83.155495	6.4870872
-52.639664	-77.062485	2.6359076
-44.680061	-62.420277	-2.2798617
-38.783173	-49.545502	-8.8228369
-34.168163	-43.569256	-15.400465
-30.033548	-45.530853	-19.208942
-26.400055	-54.973957	-18.679806
-23.215305	-66.242233	-14.910162
-20.199825	-70.554901	-10.495755
-18.523216	-65.762581	-6.7904806
-19.949224	-55.634766	-2.7968721
-22.439011	-43.005428	1.8784748
-21.616411	-30.410179	3.9224586
-17.055035	-21.948166	0.70423263
-12.005464	-20.079538	-3.5762188
-8.9502983	-23.142347	-2.1680615
-7.854435	-27.548309	4.9153633
-7.0036321	-29.041645	11.985209
-6.0239587	-24.337439	16.252464
-8.2678328	-15.517604	18.605795
-15.862026	-8.9223185	18.786249
-23.654852	-7.7111235	16.1397
-24.771946	-9.7501936	10.437547
-20.233011	-12.538614	0.14236368
-15.820969	-15.131843	-12.822077
-12.754656	-19.336733	-20.261389
-8.9493732	-29.903959	-17.90521
-5.214098	-46.782879	-12.256691
-4.7101254	-60.743912	-10.652183
-7.3914027	-62.969013	-13.064929
-9.3823786	-54.513363	-16.160395
-8.2410231	-42.814358	-17.635422
-4.8403444	-32.043236	-16.17782
-0.4136706	-20.721893	-11.407398
4.7302365	-8.0242052	-5.2296419
9.7626743	3.2397239	-1.0176631
12.758607	10.989231	-1.1997858
12.475629	15.699167	-7.2327528
10.256025	18.601385	-19.735399
9.063736	19.849312	-35.208183
11.137516	17.941072	-46.40744
16.461267	13.058162	-50.81303
22.262293	7.8270831	-52.576466
24.900883	2.6909571	-53.966972
23.645859	-4.4223022	-53.171001
20.798445	-12.97151	-50.401436
16.642227	-17.929256	-48.278976
9.29286	-16.941399	-47.374489
1.0602602	-15.017787	-46.725536
-3.0429797	-16.640074	-44.899532
-2.6526167	-20.31391	-39.82917
-0.94688511	-23.939585	-31.877758
1.2312219	-26.939034	-26.215721
4.9343739	-28.087339	-27.700985
9.8892756	-26.168224	-35.352501
14.635303	-20.544907	-45.333881
17.823778	-12.185899	-53.824532
19.826941	-4.4180188	-55.744827
21.630728	-0.44788021	-48.873932
22.367771	-0.072625518	-37.213558
21.121056	-1.1589059	-25.772308
19.593391	-3.774909	-16.797323
20.58905	-9.5772867	-10.715876
24.688822	-17.566385	-6.6809707
29.246557	-22.899879	-4.0008826
31.6343	-21.601627	-2.6530852
32.265835	-14.090993	-1.9538199
32.697384	-4.071281	-1.584633
33.183289	4.405303	-1.3276911
32.687393	9.5715284	0.1286948
29.306391	11.919141	3.3245528
22.60161	12.984303	6.4780335
16.093094	13.921769	5.7229137
12.342506	13.968934	-2.4105983
6.6913733	13.138556	-17.089525
-7.0318904	14.083955	-31.575663
-24.354233	17.193064	-38.265831
-32.554802	19.613688	-35.889542
-27.575594	19.533651	-28.144697
-17.51939	16.935993	-18.488359
-9.7202101	12.574798	-10.273054
-4.6191711	8.7790527	-5.9798541
0.57886046	7.814168	-4.7714019
7.7331319	8.7854347	-4.3278499
15.822503	10.162476	-3.9670663
23.274582	12.891163	-5.0354366
29.330643	16.579468	-8.3924627
32.472614	17.768085	-12.183787
31.503244	16.19243	-13.755641
27.890638	16.083038	-12.857109
24.5476	19.723944	-10.805563
23.155254	25.502642	-9.5754957
24.203033	30.32925	-13.274773
27.544779	32.125671	-24.781107
31.915548	31.860973	-38.617409
34.812283	31.368729	-45.098949
34.039406	30.549755	-42.819561
29.896702	29.853361	-40.847466
24.79447	31.167915	-51.643116
19.623943	34.15226	-81.014046
12.513574	36.361305	-121.25646
3.5944231	36.555931	-154.96921
-2.2852027	34.745289	-167.97289
-1.351145	30.759905	-160.86064
4.3859162	24.92382	-144.98564
9.2950096	20.127701	-130.8291
6.5828218	18.396622	-123.87971
-6.7562203	17.004665	-124.06394
-24.419069	13.493492	-126.44598
-34.999813	8.1343603	-125.60639
-32.229229	0.5756163	-121.84985
-20.295538	-9.6049967	-118.37129
-9.1774149	-19.26696	-114.48741
-4.6599994	-22.664667	-109.04534
-4.8013763	-18.351927	-103.16441
-4.8875456	-10.867411	-96.58918
-4.4566197	-5.0099864	-89.643806
-9.0622444	-2.5532618	-88.833931
-23.734236	-3.1643419	-104.27035
-44.191948	-5.8610778	-136.62645
-59.255875	-11.410821	-171.20351
-64.203545	-21.28088	-191.18616
-64.84021	-34.055882	-193.40097
-70.050514	-47.965744	-187.20276
-82.842896	-65.655457	-181.00125
-96.416725	-91.371849	-176.77559
-102.16039	-121.35887	-176.41478
-98.169334	-141.41573	-183.65453
-89.758301	-140.87701	-196.12553
-85.789314	-126.80421	-202.80936
-90.760818	-117.93059	-194.61662
-101.57507	-124.26149	-172.16481
-114.27932	-137.55066	-142.92151
-126.8391	-145.25142	-115.40424
-135.77669	-144.07297	-95.727867
-138.04727	-136.99059	-85.81881
-133.70743	-128.21768	-82.074265
-123.66949	-122.99285	-77.757271
-112.16377	-126.89832	-70.927979
-108.74078	-141.54506	-65.890961
-120.22037	-161.38806	-64.804283
-145.10922	-177.69164	-65.250969
-175.99341	-183.34557	-65.677345
-204.48093	-176.68953	-66.767143
-223.38992	-163.43309	-68.759758
-225.70401	-151.76541	-71.008362
-208.32498	-147.21458	-73.561752
-178.09685	-150.41196	-77.532722
-148.24883	-155.23367	-83.848442
-127.92782	-153.55946	-92.550819
-118.59205	-144.69577	-104.2051
-118.75677	-135.17654	-119.70499
-126.39804	-129.4521	-136.86887
-135.77013	-127.85847	-150.17682
-139.75069	-130.41394	-154.49034
-137.33784	-135.12206	-147.63248
-132.08919	-136.71895	-131.65495
-126.89267	-132.26559	-114.26695
-122.19664	-124.23676	-106.14521
-118.17512	-117.92184	-111.00946
-117.39692	-119.85558	-120.18252
-120.13374	-132.74118	-121.45371
-124.58452	-149.91971	-112.2729
-131.85268	-160.44725	-100.21062
-141.81296	-156.91187	-95.771904
-151.381	-140.03015	-103.07407
-158.07393	-117.42808	-113.44072
-159.72888	-96.772476	-114.40152
-156.07526	-81.785645	-102.7956
-150.57718	-72.101158	-85.548714
-146.07576	-64.852043	-70.465744
-141.76439	-57.959122	-59.553665
-136.90413	-51.613159	-51.746593
-132.41148	-47.568321	-47.530956
-126.68736	-48.385269	-48.598419
-117.71976	-54.340542	-54.271572
-109.89408	-62.316307	-59.911789
-111.27751	-68.483612	-62.428043
-122.38488	-69.054718	-64.480438
-133.15825	-64.906219	-70.297691
-135.50418	-62.748463	-79.47995
-132.60393	-64.252846	-86.156082
-133.62856	-63.839901	-85.588989
-141.28259	-59.805019	-79.74942
-147.09338	-55.770645	-73.650879
-142.66171	-51.387669	-68.063995
-129.15016	-44.038742	-60.098747
-112.78797	-36.75787	-50.463638
-98.530502	-34.784374	-44.352058
-89.052704	-38.207481	-44.239105
-85.470322	-41.919262	-48.548164
-86.761658	-41.549103	-54.237534
-87.933067	-37.735367	-56.405857
-83.186058	-32.49818	-52.630501
-73.158485	-25.770399	-46.907196
-63.482784	-17.757038	-43.561573
-56.571709	-10.053472	-40.794388
-50.208763	-3.4805942	-35.007717
-42.79604	2.3275743	-27.561308
-35.897533	5.7076259	-21.69895
-30.13393	3.2982635	-18.303761
-23.778166	-5.118772	-17.025145
-17.000931	-15.828192	-17.596325
-11.613997	-24.43191	-19.572098
-8.0697651	-27.628613	-21.142067
-6.171092	-25.42679	-19.773457
-6.8639293	-20.807241	-15.055701
-10.340367	-16.158415	-8.4251995
-13.115772	-12.243754	-1.4365271
-13.28205	-10.168007	3.9401474
-14.695975	-12.263386	6.3202014
-18.758204	-18.560329	6.9377913
-19.951731	-24.155746	7.1316667
-15.298476	-24.005127	5.4849977
-9.3477993	-19.584082	1.454681
-6.7604747	-16.259396	-1.8557997
-7.0387931	-16.033257	-2.0922487
-7.1627707	-17.52858	-0.95783651
-6.7036033	-19.167915	-0.96220791
-9.5750742	-19.797939	-2.1049666
-20.612835	-19.435694	-3.1117597
-37.372105	-20.714138	-3.3339012
-48.080029	-27.633261	-2.8203747
-44.303577	-40.295486	-1.2899909
-30.99662	-52.447407	2.1534927
-18.589312	-57.368526	6.872098
-11.727104	-54.396286	10.9198
